,mean_sea_ice_concentration,sea_ice_extent,miz_ice_extent
2004-11-12,0.841,423125000000.0,123125000000.0
2004-11-13,0.879,424375000000.0,90000000000.0
2004-11-14,0.847,435625000000.0,122500000000.0
2004-11-15,0.874,422500000000.0,100625000000.0
2004-11-16,0.875,431250000000.0,100625000000.0
2004-11-17,0.858,440000000000.0,110000000000.0
2004-11-18,0.864,441875000000.0,106250000000.0
2004-11-19,0.878,439375000000.0,90625000000.0
2004-11-20,0.891,443125000000.0,84375000000.0
2004-11-21,0.891,453125000000.0,86250000000.0
2004-11-22,0.89,456875000000.0,86875000000.0
2004-11-23,0.886,460625000000.0,92500000000.0
2004-11-24,0.889,456875000000.0,85625000000.0
2004-11-25,0.888,463750000000.0,93125000000.0
2004-11-26,0.884,468750000000.0,100625000000.0
2004-11-27,0.897,466250000000.0,90000000000.0
2004-11-28,0.89,467500000000.0,97500000000.0
2004-11-29,0.874,470000000000.0,105625000000.0
2004-11-30,0.886,461875000000.0,93750000000.0
2004-12-01,0.897,466875000000.0,91250000000.0
2004-12-02,0.895,470625000000.0,89375000000.0
2004-12-03,0.883,476250000000.0,96250000000.0
2004-12-04,0.883,470000000000.0,96250000000.0
2004-12-05,0.888,468125000000.0,97500000000.0
2004-12-06,0.866,485625000000.0,115625000000.0
2004-12-07,0.889,466250000000.0,91250000000.0
2004-12-08,0.894,466875000000.0,90625000000.0
2004-12-09,0.871,462500000000.0,100000000000.0
2004-12-10,0.872,456875000000.0,107500000000.0
2004-12-11,0.86,481250000000.0,117500000000.0
2004-12-12,0.879,481250000000.0,101250000000.0
2004-12-13,0.868,486875000000.0,108125000000.0
2004-12-14,0.865,465000000000.0,106250000000.0
2004-12-15,0.862,463125000000.0,110000000000.0
2004-12-16,0.886,448750000000.0,88125000000.0
2004-12-17,0.884,455625000000.0,88750000000.0
2004-12-18,0.881,465625000000.0,95625000000.0
2004-12-19,0.879,481875000000.0,101250000000.0
2004-12-20,0.884,486250000000.0,98750000000.0
2004-12-21,0.884,493750000000.0,104375000000.0
2004-12-22,0.866,497500000000.0,121250000000.0
2004-12-23,0.743,595000000000.0,250625000000.0
2004-12-24,0.818,497500000000.0,160625000000.0
2004-12-25,0.866,453750000000.0,108750000000.0
2004-12-26,0.891,444375000000.0,88125000000.0
2004-12-27,0.887,443750000000.0,88750000000.0
2004-12-28,0.871,438125000000.0,103750000000.0
2004-12-29,0.884,428750000000.0,89375000000.0
2004-12-30,0.884,434375000000.0,86875000000.0
2004-12-31,0.886,441875000000.0,86875000000.0
2005-01-01,0.852,467500000000.0,115625000000.0
2005-01-02,0.85,460000000000.0,112500000000.0
2005-01-03,0.877,443125000000.0,93750000000.0
2005-01-04,0.865,453750000000.0,102500000000.0
2005-01-05,0.862,451250000000.0,108750000000.0
2005-01-06,0.871,445000000000.0,99375000000.0
2005-01-07,0.862,455625000000.0,106250000000.0
2005-01-08,0.851,459375000000.0,117500000000.0
2005-01-09,0.862,451875000000.0,106875000000.0
2005-01-10,0.866,452500000000.0,104375000000.0
2005-01-11,0.861,456875000000.0,110625000000.0
2005-01-12,0.866,460000000000.0,109375000000.0
2005-01-13,0.876,467500000000.0,107500000000.0
2005-01-14,0.868,481250000000.0,116875000000.0
2005-01-15,0.873,483125000000.0,112500000000.0
2005-01-16,0.87,475625000000.0,109375000000.0
2005-01-17,0.855,461875000000.0,113125000000.0
2005-01-18,0.856,453125000000.0,111250000000.0
2005-01-19,0.853,457500000000.0,111250000000.0
2005-01-20,0.862,461875000000.0,115000000000.0
2005-01-21,0.863,470000000000.0,114375000000.0
2005-01-22,0.868,476250000000.0,112500000000.0
2005-01-23,0.871,489375000000.0,108750000000.0
2005-01-24,0.875,495000000000.0,121250000000.0
2005-01-25,0.832,520625000000.0,163750000000.0
2005-01-26,0.844,521250000000.0,156250000000.0
2005-01-27,0.826,533750000000.0,172500000000.0
2005-01-28,0.802,549375000000.0,193750000000.0
2005-01-29,0.787,539375000000.0,201875000000.0
2005-01-30,0.79,533125000000.0,200625000000.0
2005-01-31,0.838,504375000000.0,150625000000.0
2005-02-01,0.849,502500000000.0,148750000000.0
2005-02-02,0.854,506250000000.0,143125000000.0
2005-02-03,0.842,510625000000.0,148750000000.0
2005-02-04,0.856,511875000000.0,129375000000.0
2005-02-05,0.857,531875000000.0,131875000000.0
2005-02-06,0.843,551875000000.0,146875000000.0
2005-02-07,0.857,542500000000.0,135625000000.0
2005-02-08,0.845,531875000000.0,151875000000.0
2005-02-09,0.838,525000000000.0,146250000000.0
2005-02-10,0.843,518125000000.0,140625000000.0
2005-02-11,0.855,515000000000.0,136875000000.0
2005-02-12,0.847,515625000000.0,145000000000.0
2005-02-13,0.859,493125000000.0,123125000000.0
2005-02-14,0.861,506250000000.0,120625000000.0
2005-02-15,0.865,514375000000.0,130625000000.0
2005-02-16,0.848,525625000000.0,143125000000.0
2005-02-17,0.838,529375000000.0,151875000000.0
2005-02-18,0.864,522500000000.0,128125000000.0
2005-02-19,0.874,528125000000.0,120000000000.0
2005-02-20,0.868,535625000000.0,125625000000.0
2005-02-21,0.867,535625000000.0,127500000000.0
2005-02-22,0.862,547500000000.0,148750000000.0
2005-02-23,0.878,563125000000.0,121250000000.0
2005-02-24,0.879,565000000000.0,119375000000.0
2005-02-25,0.893,560000000000.0,110000000000.0
2005-02-26,0.887,575625000000.0,116250000000.0
2005-02-27,0.89,572500000000.0,112500000000.0
2005-02-28,0.887,576875000000.0,115625000000.0
2005-03-01,0.882,570000000000.0,120000000000.0
2005-03-02,0.887,573750000000.0,115625000000.0
2005-03-03,0.876,583750000000.0,128750000000.0
2005-03-04,0.888,573750000000.0,115000000000.0
2005-03-05,0.878,588125000000.0,123125000000.0
2005-03-06,0.879,581875000000.0,126875000000.0
2005-03-07,0.886,578750000000.0,118125000000.0
2005-03-08,0.887,595000000000.0,120000000000.0
2005-03-09,0.887,596250000000.0,131250000000.0
2005-03-10,0.868,603750000000.0,137500000000.0
2005-03-11,0.869,585625000000.0,135000000000.0
2005-03-12,0.873,580000000000.0,133125000000.0
2005-03-13,0.869,575625000000.0,134375000000.0
2005-03-14,0.886,562500000000.0,115000000000.0
2005-03-15,0.889,573125000000.0,106875000000.0
2005-03-16,0.881,565625000000.0,113125000000.0
2005-03-17,0.879,559375000000.0,116875000000.0
2005-03-18,0.886,556250000000.0,109375000000.0
2005-03-19,0.891,556250000000.0,105625000000.0
2005-03-20,0.9,556250000000.0,100625000000.0
2005-03-21,0.893,555625000000.0,104375000000.0
2005-03-22,0.883,556250000000.0,117500000000.0
2005-03-23,0.887,563125000000.0,113125000000.0
2005-03-24,0.881,573750000000.0,125000000000.0
2005-03-25,0.892,568750000000.0,115000000000.0
2005-03-26,0.902,563125000000.0,108750000000.0
2005-03-27,0.885,578750000000.0,115625000000.0
2005-03-28,0.882,584375000000.0,123125000000.0
2005-03-29,0.88,588750000000.0,124375000000.0
2005-03-30,0.869,591250000000.0,135000000000.0
2005-03-31,0.875,591875000000.0,126875000000.0
2005-04-01,0.878,598125000000.0,134375000000.0
2005-04-02,0.875,588125000000.0,131875000000.0
2005-04-03,0.875,593750000000.0,137500000000.0
2005-04-04,0.861,591875000000.0,145000000000.0
2005-04-05,0.825,591250000000.0,182500000000.0
2005-04-06,0.827,568750000000.0,177500000000.0
2005-04-07,0.818,585625000000.0,186875000000.0
2005-04-08,0.843,559375000000.0,159375000000.0
2005-04-09,0.849,549375000000.0,148750000000.0
2005-04-10,0.86,545000000000.0,133750000000.0
2005-04-11,0.867,542500000000.0,127500000000.0
2005-04-12,0.864,546875000000.0,135625000000.0
2005-04-13,0.866,536250000000.0,131250000000.0
2005-04-14,0.87,533750000000.0,125625000000.0
2005-04-15,0.866,535625000000.0,132500000000.0
2005-04-16,0.869,528125000000.0,126875000000.0
2005-04-17,0.859,535625000000.0,135625000000.0
2005-04-18,0.852,538125000000.0,158750000000.0
2005-04-19,0.845,542500000000.0,175000000000.0
2005-04-20,0.849,541875000000.0,171250000000.0
2005-04-21,0.837,556250000000.0,190625000000.0
2005-04-22,0.839,567500000000.0,178750000000.0
2005-04-23,0.823,579375000000.0,207500000000.0
2005-04-24,0.815,578125000000.0,219375000000.0
2005-04-25,0.824,575625000000.0,213750000000.0
2005-04-26,0.831,576250000000.0,191875000000.0
2005-04-27,0.844,573750000000.0,168125000000.0
2005-04-28,0.852,566250000000.0,157500000000.0
2005-04-29,0.847,568750000000.0,163125000000.0
2005-04-30,0.852,557500000000.0,168750000000.0
2005-05-01,0.857,542500000000.0,161875000000.0
2005-05-02,0.851,533125000000.0,157500000000.0
2005-05-03,0.855,515625000000.0,138125000000.0
2005-05-04,0.838,511875000000.0,168125000000.0
2005-05-05,0.837,501875000000.0,160625000000.0
2005-05-06,0.847,487500000000.0,150000000000.0
2005-05-07,0.849,481875000000.0,140625000000.0
2005-05-08,0.852,483125000000.0,140625000000.0
2005-05-09,0.848,483750000000.0,140000000000.0
2005-05-10,0.854,474375000000.0,131875000000.0
2005-05-11,0.837,480000000000.0,142500000000.0
2005-05-12,0.83,486250000000.0,161250000000.0
2005-05-13,0.823,501875000000.0,180625000000.0
2005-05-14,0.801,538750000000.0,205625000000.0
2005-05-15,0.815,526250000000.0,180625000000.0
2005-05-16,0.851,499375000000.0,145625000000.0
2005-05-17,0.854,503750000000.0,141875000000.0
2005-05-18,0.845,506250000000.0,150000000000.0
2005-05-19,0.845,503750000000.0,155625000000.0
2005-05-20,0.844,505000000000.0,153750000000.0
2005-05-21,0.848,501875000000.0,148750000000.0
2005-05-22,0.847,496875000000.0,148750000000.0
2005-05-23,0.849,486250000000.0,136875000000.0
2005-05-24,0.853,483125000000.0,131875000000.0
2005-05-25,0.842,485000000000.0,141250000000.0
2005-05-26,0.849,485625000000.0,133750000000.0
2005-05-27,0.85,484375000000.0,129375000000.0
2005-05-28,0.857,483750000000.0,127500000000.0
2005-05-29,0.855,495625000000.0,139375000000.0
2005-05-30,0.843,504375000000.0,157500000000.0
2005-05-31,0.845,505000000000.0,147500000000.0
2005-06-01,0.849,500000000000.0,141875000000.0
2005-06-02,0.842,501250000000.0,155625000000.0
2005-06-03,0.841,500000000000.0,153750000000.0
2005-06-04,0.844,488750000000.0,168125000000.0
2005-06-05,0.856,485625000000.0,141250000000.0
2005-06-06,0.854,491250000000.0,146875000000.0
2005-06-07,0.844,500000000000.0,158750000000.0
2005-06-08,0.841,493125000000.0,168125000000.0
2005-06-09,0.84,491875000000.0,160000000000.0
2005-06-10,0.85,496875000000.0,155625000000.0
2005-06-11,0.842,500625000000.0,166250000000.0
2005-06-12,0.829,508125000000.0,191250000000.0
2005-06-13,0.816,508750000000.0,211875000000.0
2005-06-14,0.809,515000000000.0,215000000000.0
2005-06-15,0.8,510000000000.0,230625000000.0
2005-06-16,0.8,503750000000.0,222500000000.0
2005-06-17,0.8,491250000000.0,238125000000.0
2005-06-18,0.79,488125000000.0,256250000000.0
2005-06-19,0.796,486875000000.0,244375000000.0
2005-06-20,0.804,474375000000.0,229375000000.0
2005-06-21,0.832,449375000000.0,181250000000.0
2005-06-22,0.769,455625000000.0,256250000000.0
2005-06-23,0.774,448750000000.0,258125000000.0
2005-06-24,0.776,455000000000.0,232500000000.0
2005-06-25,0.784,448125000000.0,216875000000.0
2005-06-26,0.792,445625000000.0,201250000000.0
2005-06-27,0.811,439375000000.0,178750000000.0
2005-06-28,0.818,438125000000.0,175625000000.0
2005-06-29,0.78,450000000000.0,213750000000.0
2005-06-30,0.761,441875000000.0,265000000000.0
2005-07-01,0.774,445625000000.0,258750000000.0
2005-07-02,0.773,452500000000.0,247500000000.0
2005-07-03,0.726,453125000000.0,293125000000.0
2005-07-04,0.71,444375000000.0,329375000000.0
2005-07-05,0.718,442500000000.0,313750000000.0
2005-07-06,0.74,429375000000.0,284375000000.0
2005-07-07,0.744,423125000000.0,277500000000.0
2005-07-08,0.757,422500000000.0,264375000000.0
2005-07-09,0.672,427500000000.0,335625000000.0
2005-07-10,0.683,424375000000.0,311250000000.0
2005-07-11,0.662,431875000000.0,316875000000.0
2005-07-12,0.642,436250000000.0,331250000000.0
2005-07-13,0.648,436875000000.0,329375000000.0
2005-07-14,0.644,440625000000.0,331875000000.0
2005-07-15,0.641,433125000000.0,331875000000.0
2005-07-16,0.664,430000000000.0,318125000000.0
2005-07-17,0.651,430000000000.0,313750000000.0
2005-07-18,0.646,426250000000.0,316875000000.0
2005-07-19,0.668,430625000000.0,301875000000.0
2005-07-20,0.661,416250000000.0,295625000000.0
2005-07-21,0.684,380625000000.0,262500000000.0
2005-07-22,0.646,403750000000.0,296250000000.0
2005-07-23,0.637,394375000000.0,294375000000.0
2005-07-24,0.648,395000000000.0,289375000000.0
2005-07-25,0.647,394375000000.0,291875000000.0
2005-07-26,0.642,387500000000.0,288750000000.0
2005-07-27,0.663,378125000000.0,269375000000.0
2005-07-28,0.687,368125000000.0,245625000000.0
2005-07-29,0.685,366875000000.0,246875000000.0
2005-07-30,0.684,355625000000.0,240000000000.0
2005-07-31,0.684,363125000000.0,236875000000.0
2005-08-01,0.705,355000000000.0,212500000000.0
2005-08-02,0.718,353750000000.0,214375000000.0
2005-08-03,0.687,355000000000.0,238750000000.0
2005-08-04,0.687,353125000000.0,233125000000.0
2005-08-05,0.712,346250000000.0,217500000000.0
2005-08-06,0.71,349375000000.0,216250000000.0
2005-08-07,0.68,351250000000.0,242500000000.0
2005-08-08,0.662,347500000000.0,248125000000.0
2005-08-09,0.668,339375000000.0,236875000000.0
2005-08-10,0.71,310000000000.0,218750000000.0
2005-08-11,0.669,331875000000.0,233125000000.0
2005-08-12,0.658,329375000000.0,241875000000.0
2005-08-13,0.674,326250000000.0,220625000000.0
2005-08-14,0.688,318750000000.0,211875000000.0
2005-08-15,0.694,315000000000.0,207500000000.0
2005-08-16,0.706,305000000000.0,195000000000.0
2005-08-17,0.707,312500000000.0,191250000000.0
2005-08-18,0.713,310000000000.0,196875000000.0
2005-08-19,0.707,303750000000.0,188750000000.0
2005-08-20,0.721,310625000000.0,180000000000.0
2005-08-21,0.735,300000000000.0,179375000000.0
2005-08-22,0.735,300625000000.0,173125000000.0
2005-08-23,0.775,303125000000.0,142500000000.0
2005-08-24,0.81,306875000000.0,122500000000.0
2005-08-25,0.798,298750000000.0,135625000000.0
2005-08-26,0.786,298125000000.0,141875000000.0
2005-08-27,0.777,288750000000.0,148125000000.0
2005-08-28,0.788,276875000000.0,135625000000.0
2005-08-29,0.784,278125000000.0,136250000000.0
2005-08-30,0.778,281250000000.0,135625000000.0
2005-08-31,0.773,283125000000.0,140625000000.0
2005-09-01,0.81,275625000000.0,120625000000.0
2005-09-02,0.824,277500000000.0,111250000000.0
2005-09-03,0.801,280000000000.0,120625000000.0
2005-09-04,0.789,280625000000.0,126875000000.0
2005-09-05,0.787,286250000000.0,132500000000.0
2005-09-06,0.828,293125000000.0,103750000000.0
2005-09-07,0.829,297500000000.0,107500000000.0
2005-09-08,0.782,301875000000.0,139375000000.0
2005-09-09,0.802,300000000000.0,114375000000.0
2005-09-10,0.824,315000000000.0,106875000000.0
2005-09-11,0.819,335625000000.0,123750000000.0
2005-09-12,0.772,341250000000.0,160625000000.0
2005-09-13,0.771,343125000000.0,160000000000.0
2005-09-14,0.761,338125000000.0,163750000000.0
2005-09-15,0.742,353125000000.0,185625000000.0
2005-09-16,0.77,356250000000.0,168125000000.0
2005-09-17,0.77,355625000000.0,156250000000.0
2005-09-18,0.769,357500000000.0,159375000000.0
2005-09-19,0.769,358750000000.0,161250000000.0
2005-09-20,0.772,359375000000.0,158125000000.0
2005-09-21,0.773,360625000000.0,158750000000.0
2005-09-22,0.792,357500000000.0,146875000000.0
2005-09-23,0.795,364375000000.0,145000000000.0
2005-09-24,0.758,396875000000.0,169375000000.0
2005-09-25,0.832,356250000000.0,113125000000.0
2005-09-26,0.864,355625000000.0,85625000000.0
2005-09-27,0.867,363125000000.0,87500000000.0
2005-09-28,0.865,368125000000.0,95000000000.0
2005-09-29,0.882,373125000000.0,81875000000.0
2005-09-30,0.863,390625000000.0,102500000000.0
2005-10-01,0.876,394375000000.0,93750000000.0
2005-10-02,0.873,400625000000.0,98125000000.0
2005-10-03,0.866,405625000000.0,101250000000.0
2005-10-04,0.866,418125000000.0,105625000000.0
2005-10-05,0.874,415625000000.0,105000000000.0
2005-10-06,0.855,432500000000.0,125625000000.0
2005-10-07,0.833,443125000000.0,138125000000.0
2005-10-08,0.842,429375000000.0,126250000000.0
2005-10-09,0.849,430625000000.0,121250000000.0
2005-10-10,0.856,432500000000.0,120000000000.0
2005-10-11,0.86,443750000000.0,120625000000.0
2005-10-12,0.87,455625000000.0,118125000000.0
2005-10-13,0.881,466250000000.0,112500000000.0
2005-10-14,0.878,469375000000.0,111875000000.0
2005-10-15,0.873,473125000000.0,122500000000.0
2005-10-16,0.858,472500000000.0,131250000000.0
2005-10-17,0.873,468125000000.0,105625000000.0
2005-10-18,0.891,466250000000.0,99375000000.0
2005-10-19,0.873,471875000000.0,108750000000.0
2005-10-20,0.894,468750000000.0,92500000000.0
2005-10-21,0.896,480000000000.0,96250000000.0
2005-10-22,0.893,486875000000.0,100625000000.0
2005-10-23,0.882,486250000000.0,103750000000.0
2005-10-24,0.887,480625000000.0,96875000000.0
2005-10-25,0.894,481875000000.0,95625000000.0
2005-10-26,0.89,488125000000.0,102500000000.0
2005-10-27,0.892,485625000000.0,99375000000.0
2005-10-28,0.871,491875000000.0,114375000000.0
2005-10-29,0.873,474375000000.0,109375000000.0
2005-10-30,0.9,458750000000.0,78125000000.0
2005-10-31,0.905,466875000000.0,76875000000.0
2005-11-01,0.902,471250000000.0,80000000000.0
2005-11-02,0.898,471875000000.0,83125000000.0
2005-11-03,0.886,481250000000.0,98750000000.0
2005-11-04,0.896,488750000000.0,88750000000.0
2005-11-05,0.889,501875000000.0,96875000000.0
2005-11-06,0.896,503125000000.0,97500000000.0
2005-11-07,0.893,496875000000.0,101250000000.0
2005-11-08,0.889,477500000000.0,102500000000.0
2005-11-09,0.909,460000000000.0,79375000000.0
2005-11-10,0.902,463750000000.0,88750000000.0
2005-11-11,0.889,471250000000.0,98750000000.0
2005-11-12,0.888,470625000000.0,94375000000.0
2005-11-13,0.892,469375000000.0,90000000000.0
2005-11-14,0.885,471875000000.0,100000000000.0
2005-11-15,0.879,473125000000.0,102500000000.0
2005-11-16,0.895,466875000000.0,83125000000.0
2005-11-17,0.899,470625000000.0,80625000000.0
2005-11-18,0.9,479375000000.0,84375000000.0
2005-11-19,0.892,493125000000.0,95625000000.0
2005-11-20,0.896,496250000000.0,103125000000.0
2005-11-21,0.851,514375000000.0,148750000000.0
2005-11-22,0.861,513125000000.0,133750000000.0
2005-11-23,0.85,523750000000.0,148125000000.0
2005-11-24,0.85,511250000000.0,136250000000.0
2005-11-25,0.874,505000000000.0,113125000000.0
2005-11-26,0.865,508125000000.0,119375000000.0
2005-11-27,0.878,500625000000.0,101250000000.0
2005-11-28,0.876,501875000000.0,104375000000.0
2005-11-29,0.882,500625000000.0,101250000000.0
2005-11-30,0.876,503125000000.0,110000000000.0
2005-12-01,0.878,496250000000.0,114375000000.0
2005-12-02,0.872,493750000000.0,109375000000.0
2005-12-03,0.887,483125000000.0,97500000000.0
2005-12-04,0.888,479375000000.0,95625000000.0
2005-12-05,0.887,475000000000.0,91250000000.0
2005-12-06,0.895,475000000000.0,86875000000.0
2005-12-07,0.891,488125000000.0,91250000000.0
2005-12-08,0.881,493125000000.0,99375000000.0
2005-12-09,0.883,483750000000.0,101875000000.0
2005-12-10,0.884,487500000000.0,104375000000.0
2005-12-11,0.887,495625000000.0,100000000000.0
2005-12-12,0.884,506875000000.0,106875000000.0
2005-12-13,0.877,513125000000.0,108750000000.0
2005-12-14,0.888,506875000000.0,99375000000.0
2005-12-15,0.878,515000000000.0,110000000000.0
2005-12-16,0.863,516250000000.0,122500000000.0
2005-12-17,0.887,495625000000.0,96875000000.0
2005-12-18,0.881,489375000000.0,96875000000.0
2005-12-19,0.887,473750000000.0,92500000000.0
2005-12-20,0.875,466875000000.0,96875000000.0
2005-12-21,0.872,458750000000.0,98750000000.0
2005-12-22,0.875,452500000000.0,95000000000.0
